area_sqft,bedrooms,bathrooms,living_area_sqft,kitchen_area_sqft,dining_area_sqft,garage_area_sqft,balcony_area_sqft,floors,age_years,location,property_type,price_usd
6964,8,3,3136,432,628,635,49,2,37,Los Angeles,Villa,3488964
7842,2,6,3167,874,392,680,250,3,7,Chicago,Villa,2485914
504,5,5,265,42,48,84,110,1,8,New York,Apartment,312480
4275,7,3,1685,277,244,269,207,1,32,Houston,Apartment,936225
7260,5,3,2961,812,684,13,178,2,35,Dallas,Penthouse,4421340
6824,5,6,3060,611,652,764,108,2,42,Dallas,House,2688656
4006,7,6,1477,477,250,496,73,2,18,Phoenix,Villa,1458184
7221,5,4,3402,421,489,288,239,3,17,Houston,Townhouse,4657545
2835,6,3,1422,149,208,721,261,1,9,Phoenix,House,944055
3100,3,5,1340,305,237,124,104,3,44,Boston,Penthouse,1999500
6080,2,3,2540,538,319,602,9,4,32,Houston,House,863360
6432,2,5,2519,629,548,675,65,1,30,Houston,Apartment,3151680
3522,6,3,1561,421,270,515,101,3,8,Phoenix,Townhouse,771318
6815,6,5,3081,573,348,336,287,4,43,Denver,Penthouse,3148530
5369,1,1,2143,572,478,316,234,2,30,Chicago,House,692601
4668,1,4,2216,325,275,494,264,3,29,Miami,House,788892
3623,2,4,1330,333,264,352,92,3,12,Houston,Townhouse,1220951
535,3,2,285,32,45,447,44,2,11,Boston,Villa,319930
911,4,4,425,87,82,402,104,2,43,Los Angeles,Penthouse,439102
4166,1,1,2052,392,347,454,161,1,29,Houston,Townhouse,2499600
2511,7,2,1006,151,231,795,75,4,12,Los Angeles,Apartment,1609551
7207,2,2,3830,549,384,602,24,3,2,Seattle,Townhouse,1030601
4379,6,4,1769,227,242,406,87,1,0,Chicago,Townhouse,1440691
7109,2,6,3253,724,574,41,238,4,47,Miami,House,3369666
3819,6,3,1585,367,309,427,61,4,4,Phoenix,Penthouse,2081355
6675,2,1,3400,376,525,670,65,1,21,Denver,Penthouse,2810175
7367,2,6,3559,619,390,661,259,1,21,Boston,Villa,3506692
6288,2,3,2250,572,628,160,18,3,47,Dallas,Penthouse,3867120
3717,6,5,1543,333,243,251,55,1,48,Denver,Townhouse,1613178
3826,7,2,1815,367,272,754,263,4,34,Phoenix,Townhouse,1645180
6960,4,1,2751,487,469,629,169,3,42,Phoenix,House,1948800
5667,2,4,2248,594,331,130,244,1,4,Seattle,Apartment,3281193
4302,8,4,2283,412,263,67,216,4,36,Houston,Apartment,1712196
7427,3,3,2622,546,444,263,46,1,27,New York,Penthouse,1158612
4592,7,1,2475,427,255,723,108,1,48,Denver,Townhouse,2658768
5410,1,4,2134,461,291,411,286,4,4,Boston,Penthouse,1731200
4198,2,3,1661,266,244,397,118,1,6,New York,Penthouse,1544864
6376,2,3,2356,388,351,766,273,2,32,Dallas,Townhouse,771496
2230,8,2,1092,234,137,521,21,3,38,New York,Apartment,314430
859,1,6,318,81,57,147,45,2,50,Denver,Penthouse,412320
1579,2,2,778,83,155,116,289,2,47,Los Angeles,Apartment,543176
7253,4,1,3869,663,721,582,283,4,6,Chicago,Townhouse,2683610
3191,5,5,1477,308,219,746,152,1,27,Chicago,Townhouse,485032
5495,8,5,2816,329,339,391,6,3,9,Phoenix,Penthouse,1071525
3369,6,2,1440,301,309,266,50,1,38,Los Angeles,Townhouse,720966
779,8,1,336,62,76,754,151,1,27,Houston,Penthouse,171380
5121,7,5,2736,472,509,767,270,3,36,Houston,Villa,3072600
1213,5,2,520,77,83,255,88,1,12,Miami,Penthouse,665937
4422,2,4,2265,365,292,651,46,1,45,Phoenix,Villa,1339866
601,3,4,243,54,37,393,191,3,29,Phoenix,House,388246
3867,4,5,2077,252,385,769,134,4,47,Houston,House,1028622
6645,1,6,2418,520,391,509,191,1,24,Miami,Penthouse,1920405
2832,1,4,1111,324,227,444,63,4,21,Chicago,House,569232
7974,1,1,3426,764,565,615,137,2,11,Boston,House,4600998
6063,6,5,3286,721,408,392,171,3,26,Houston,Penthouse,1194411
2656,3,5,1065,137,186,462,242,2,38,Denver,Villa,387776
3888,1,1,1700,344,215,439,72,4,36,Phoenix,Townhouse,614304
7130,6,2,3284,592,420,146,150,4,0,Seattle,Penthouse,2345770
1215,8,6,546,70,96,266,56,3,3,Los Angeles,Apartment,164025
936,1,3,422,53,66,640,41,2,15,New York,Apartment,460512
2748,4,1,1042,155,156,652,67,1,50,New York,Penthouse,687000
1312,5,2,603,85,96,656,107,3,36,Denver,Penthouse,196800
3729,2,6,1408,351,221,694,43,1,2,Houston,House,1640760
4610,6,6,2328,515,302,212,173,1,8,Los Angeles,Apartment,857460
1579,4,2,752,137,85,381,51,4,47,New York,House,320537
1448,2,2,690,97,96,90,95,3,7,Boston,Penthouse,635672
7627,7,2,2705,551,750,646,162,3,13,Boston,Villa,1868615
3599,6,4,1930,269,348,611,97,4,43,Denver,Townhouse,1043710
758,8,5,273,56,62,550,40,1,34,Houston,House,245592
4082,3,5,1470,251,274,380,137,2,31,Miami,Apartment,551070
4548,5,5,2241,339,358,80,275,1,38,New York,Penthouse,2437728
4567,6,1,1814,474,312,698,185,1,41,Houston,Apartment,2187593
7523,5,3,4020,388,461,88,70,1,13,Los Angeles,Townhouse,2557820
4706,6,2,2495,363,258,761,137,1,13,Chicago,Villa,1275326
2140,1,4,850,144,211,618,163,1,32,Phoenix,House,1067860
3685,4,6,1837,427,195,536,124,3,41,Los Angeles,Apartment,1348710
2532,2,3,1174,277,177,743,251,3,16,Dallas,Townhouse,787452
5223,7,6,2632,519,270,481,262,3,30,Dallas,Penthouse,1603461
3057,8,2,1365,233,193,416,132,1,21,Denver,Townhouse,1898397
7128,4,4,2988,496,703,335,134,2,0,Boston,House,1582416
6869,5,4,3232,485,547,90,183,4,33,Denver,Villa,1009743
7362,2,3,3108,843,461,33,30,2,10,Chicago,Villa,3533760
7526,2,6,3489,500,431,25,203,3,43,Seattle,Villa,3973728
1853,5,5,726,109,157,13,78,3,4,Dallas,House,546635
5986,8,3,2344,547,434,138,187,4,9,Boston,Townhouse,2346512
3608,1,5,1907,345,341,465,299,1,8,Denver,House,1933888
6982,2,2,2615,402,677,137,158,2,13,Boston,House,3344378
6705,6,6,3675,446,656,709,19,4,19,Chicago,Villa,931995
5782,7,5,2141,496,352,718,173,4,42,Denver,Townhouse,3579058
5908,8,1,3009,410,463,24,224,1,15,New York,Villa,2428188
3743,3,2,1846,218,225,595,213,4,42,Houston,Townhouse,662511
2202,3,4,986,234,155,598,203,1,35,Denver,Villa,810336
4339,4,4,2057,250,396,673,195,3,5,New York,Villa,2373433
2857,2,1,1403,287,240,597,109,1,28,Seattle,Villa,722821
7032,1,4,3365,754,582,118,226,1,42,Denver,House,3382392
4357,8,3,1684,360,315,326,156,4,24,New York,House,1381169
7607,1,6,3886,774,697,521,283,2,10,Seattle,Penthouse,2000641
3209,6,2,1645,271,181,240,162,4,4,Seattle,House,1591664
1309,7,6,698,66,93,542,185,4,5,Seattle,Penthouse,541926
7301,3,5,2954,685,591,259,190,4,35,Phoenix,Villa,2504243
7481,1,3,3192,552,674,653,180,2,16,Denver,House,2738046
4142,4,5,1734,444,320,282,282,3,28,Phoenix,Apartment,2356798
2538,4,4,1253,214,175,66,237,3,37,Phoenix,Villa,494910
2632,3,1,1047,309,144,6,140,3,4,Dallas,Apartment,500080
1085,7,5,593,118,88,459,170,2,10,Dallas,Penthouse,664020
3837,5,4,1499,445,298,159,218,3,20,Los Angeles,Villa,2033610
1489,7,6,555,93,127,770,246,4,38,New York,Apartment,942537
5699,4,2,2987,450,351,668,146,2,40,Miami,Apartment,1042917
6305,7,5,2237,734,521,673,10,2,13,Miami,Townhouse,1582555
3262,7,3,1176,287,212,189,264,2,49,Phoenix,Villa,792666
735,3,3,278,52,72,777,289,3,24,Dallas,Villa,95550
760,7,6,405,70,49,262,157,4,45,Dallas,Townhouse,269040
6173,3,2,2950,605,416,44,40,1,5,New York,Villa,3265517
3605,6,4,1568,218,230,278,207,2,32,Miami,Apartment,1816920
4322,8,6,1654,501,351,197,122,1,38,Houston,Penthouse,522962
7651,5,4,4207,653,528,799,106,3,28,Dallas,Penthouse,1170603
4487,8,3,2467,234,235,353,116,1,25,Dallas,Penthouse,2301831
4928,3,4,2084,518,263,294,154,1,27,Phoenix,House,680064
3015,5,2,1417,158,246,742,157,3,28,Phoenix,Townhouse,1347705
4400,8,5,2093,357,318,544,70,2,21,Houston,House,1218800
3269,7,6,1525,233,214,70,213,4,43,Boston,House,1997359
5492,7,3,2848,370,422,145,278,2,48,Chicago,Penthouse,1268652
3577,1,6,1906,413,222,236,108,1,38,Phoenix,Villa,815556
2237,6,2,1123,190,185,283,175,3,29,Houston,House,682285
3620,8,2,1659,223,196,520,86,4,31,Miami,Penthouse,658840
4382,2,6,2218,319,428,686,152,3,45,Phoenix,Villa,1060444
4722,1,2,1972,337,428,787,272,3,23,Boston,Apartment,2167398
3013,6,6,1527,206,260,108,121,2,35,Los Angeles,Apartment,506184
1358,5,1,554,156,70,673,56,4,24,New York,Apartment,639618
7898,6,3,3765,864,591,145,253,4,29,Dallas,Townhouse,4209634
7591,8,2,3375,455,579,300,11,3,39,Dallas,House,4410371
7214,8,2,3725,761,450,495,191,1,9,Chicago,Penthouse,2351764
528,2,5,282,36,49,104,119,1,12,New York,Apartment,168432
3688,2,1,1448,347,227,372,124,1,19,Phoenix,House,1154344
7391,6,5,3127,582,418,545,280,3,7,Seattle,Townhouse,1500373
2056,4,6,1037,228,150,105,292,3,39,Dallas,Apartment,511944
3856,3,2,1769,251,350,561,158,4,13,Houston,Apartment,1041120
996,6,1,370,63,96,602,181,1,38,Boston,Penthouse,483060
3037,1,5,1382,277,261,609,14,4,6,Denver,Apartment,564882
6166,5,3,3164,358,565,797,114,1,12,Boston,House,3748928
6272,7,1,3419,611,465,518,265,4,30,Phoenix,Townhouse,2383360
1978,7,1,966,141,192,146,238,4,44,Denver,House,816914
7459,3,1,3325,671,578,740,284,4,18,Los Angeles,Apartment,2103438
2719,4,3,1294,294,242,345,195,2,15,Los Angeles,House,364346
4113,5,6,1533,435,232,621,186,1,37,Los Angeles,Penthouse,1900206
5215,6,1,2386,498,357,242,157,4,23,Seattle,Apartment,3160290
5568,1,4,2530,474,429,750,69,1,48,Boston,House,1319616
6023,8,5,3240,450,333,64,110,1,17,Boston,House,3017523
6459,2,2,3156,324,503,515,83,2,24,Chicago,Penthouse,2745075
6802,5,4,2525,699,621,97,142,3,29,Houston,Penthouse,2387502
4192,2,4,2183,382,298,178,106,1,19,Dallas,Villa,2016352
4221,5,6,1902,362,215,113,237,4,9,Denver,House,2684556
5493,4,2,2473,455,531,435,89,3,12,Phoenix,House,1170009
2743,3,6,1120,271,208,597,196,1,27,Dallas,Townhouse,1261780
1027,4,3,552,85,63,490,92,1,34,Chicago,Villa,635713
7751,8,2,2742,652,611,518,209,3,4,Seattle,Townhouse,3681725
1969,8,5,849,178,178,307,98,3,28,Boston,Penthouse,608421
3001,2,3,1465,327,151,419,241,1,16,Miami,Penthouse,798266
7211,1,1,2606,461,456,551,160,2,50,Miami,Apartment,3634344
3307,7,3,1767,369,259,510,90,2,40,Chicago,Penthouse,1507992
3332,3,1,1389,398,222,305,79,1,19,New York,Townhouse,1549380
7024,5,2,3670,499,615,604,183,3,21,Miami,Townhouse,1938624
2039,6,2,834,111,166,322,184,3,35,Seattle,Townhouse,958330
6925,8,2,3795,436,367,120,223,1,18,Chicago,Townhouse,1959775
7407,3,5,3463,711,492,367,163,3,40,Seattle,House,1607319
5722,4,2,2205,617,358,393,220,1,18,Denver,Apartment,1527774
6003,6,6,3276,314,416,307,150,3,38,Denver,Townhouse,1638819
5027,8,5,2186,459,493,180,244,4,25,Phoenix,Penthouse,819401
5360,8,4,2896,428,358,682,113,1,37,Phoenix,Townhouse,2251200
5026,3,4,2025,295,276,256,95,3,2,Boston,House,2452688
6914,7,6,2852,768,535,610,141,1,49,Los Angeles,House,2288534
4967,5,5,2454,329,395,536,51,3,13,Chicago,Penthouse,1644077
1533,4,3,736,96,137,302,10,1,50,Denver,House,332661
4749,8,3,1802,455,355,714,141,3,9,Los Angeles,Apartment,1809369
6316,4,4,2256,557,463,154,93,3,15,Chicago,Villa,2071648
7451,6,6,3023,705,385,464,207,4,25,Boston,Townhouse,2905890
6352,5,1,2998,655,575,503,48,4,48,Denver,House,1448256
4178,8,5,1632,278,381,674,93,4,40,Denver,Townhouse,1357850
3330,1,6,1622,192,231,62,62,1,24,New York,Villa,2007990
7652,5,6,4002,472,646,203,69,3,21,Seattle,Villa,4675372
6084,4,3,2541,310,487,160,160,4,45,Denver,Villa,2938572
6533,1,3,2992,588,438,539,108,3,21,Dallas,Townhouse,1384996
5657,3,4,2241,293,527,629,11,2,44,New York,Villa,1759327
6236,8,2,3283,704,387,544,273,3,15,Seattle,Apartment,3679240
4060,8,4,1595,408,354,668,294,2,32,Denver,Penthouse,1607760
7137,3,6,2628,695,572,305,26,2,27,Los Angeles,Townhouse,3975309
1571,8,5,794,182,121,478,165,1,0,Chicago,Townhouse,886044
2930,7,4,1465,159,286,746,32,4,14,Los Angeles,Penthouse,966900
7984,5,6,2893,526,666,201,269,2,39,Chicago,Townhouse,5061856
3834,6,2,1894,215,281,678,99,3,19,Chicago,House,1242216
1047,3,6,438,116,96,105,252,4,7,Houston,Apartment,574803
5580,3,2,2853,322,477,440,260,3,19,Seattle,House,3007620
7014,7,6,2700,796,469,76,201,1,3,Miami,Penthouse,4299582
6016,2,2,2942,574,408,767,250,3,41,Seattle,Villa,745984
4677,6,5,2211,452,350,153,94,1,40,Miami,Apartment,2048526
4446,8,3,1910,299,335,378,90,4,4,Denver,Apartment,1000350
862,4,2,324,69,47,636,31,3,48,Houston,Townhouse,254290
7396,1,2,3415,671,382,738,177,1,13,Boston,Villa,2884440
7127,2,6,3675,690,622,500,62,2,16,Seattle,Townhouse,2138100
7573,3,3,3934,531,687,733,257,2,29,Seattle,House,2915605
2531,8,2,893,205,248,465,55,4,1,Phoenix,Villa,989621
3359,4,1,1539,334,218,323,290,1,44,Houston,Townhouse,1783629
4143,6,5,2202,464,369,382,122,2,6,New York,Townhouse,1276044
2348,8,5,901,194,141,85,205,2,5,New York,Apartment,929808
6231,1,1,3111,722,593,643,111,4,26,Dallas,Penthouse,3526746
7554,1,6,4098,873,641,384,74,3,43,Seattle,Villa,1133100
3436,5,5,1514,339,229,416,95,1,49,Houston,House,1958520
5939,5,6,2586,508,468,504,104,3,32,New York,Apartment,1710432
5885,8,1,2246,571,420,52,151,4,6,Phoenix,Penthouse,1612490
1218,8,2,453,124,117,139,288,1,21,Seattle,Townhouse,457968
4113,2,2,1943,423,281,696,124,1,23,New York,Townhouse,2492478
5436,2,4,2103,435,368,328,21,3,42,Chicago,Apartment,3511656
1137,8,1,499,136,61,0,294,1,47,Seattle,Townhouse,209208
4405,2,5,1629,364,380,156,29,1,38,Dallas,Townhouse,1211375
1251,7,6,644,139,105,615,52,1,42,Boston,Penthouse,380304
5420,6,5,1960,498,451,359,137,3,47,Chicago,Villa,2162580
5406,2,5,2363,446,373,473,97,2,33,New York,Penthouse,794682
3349,1,5,1584,196,223,572,3,1,14,Houston,Villa,629612
1476,5,1,597,97,112,689,14,2,20,Boston,House,857556
4521,5,4,1856,321,367,162,237,1,47,Denver,Townhouse,1306569
2410,4,6,1278,227,191,557,45,4,6,Seattle,Villa,559120
5942,5,2,2254,711,476,690,269,2,33,Houston,Penthouse,2388684
571,8,6,265,68,40,730,80,4,37,Seattle,Penthouse,224974
6561,5,4,3338,692,487,6,7,1,39,Los Angeles,Apartment,1587762
3861,2,2,1908,350,338,43,172,4,4,Chicago,Apartment,969111
2558,8,3,1300,261,164,692,291,2,36,New York,Penthouse,713682
5147,2,2,2080,500,315,699,141,3,22,Los Angeles,House,3247757
599,4,1,280,52,51,220,277,4,21,Phoenix,Penthouse,223427
5295,1,4,2588,461,341,763,104,1,15,Phoenix,Penthouse,1403175
7037,2,2,3630,468,605,380,257,1,2,Dallas,Villa,3279242
2691,8,3,1254,140,186,616,27,2,42,Phoenix,Apartment,511290
1969,7,1,1019,173,160,572,179,3,46,Houston,Apartment,976624
5452,3,5,2183,590,380,666,279,3,3,Miami,House,2551536
1593,1,4,817,119,124,10,285,1,25,Miami,Penthouse,1024299
6091,5,4,2739,338,360,475,133,1,21,Los Angeles,Penthouse,3752056
1091,7,4,556,99,75,336,211,1,33,Dallas,Townhouse,595686
7362,8,3,3056,542,434,321,5,2,24,Chicago,Apartment,3467502
3201,3,1,1737,382,267,542,281,2,16,Los Angeles,Villa,726627
4778,1,1,2625,466,329,160,287,1,48,Miami,House,1739192
546,2,1,211,50,40,180,58,2,34,Houston,House,161070
2659,6,6,1249,309,174,419,241,4,1,Seattle,House,337693
6018,2,5,2591,715,511,535,216,2,30,Los Angeles,Penthouse,2431272
5137,8,1,2726,324,421,154,18,4,23,Phoenix,Townhouse,1140414
3138,1,4,1486,223,217,98,288,2,7,Miami,Villa,2030286
7733,2,3,2841,697,601,95,147,3,44,Dallas,Apartment,1469270
4661,7,1,1645,430,438,327,220,3,18,Miami,Townhouse,1817790
4438,1,1,1903,510,277,580,225,1,27,Houston,Penthouse,2183496
3211,4,1,1592,344,169,131,6,2,25,Houston,Penthouse,1454583
629,8,5,329,47,50,770,142,3,40,Seattle,Villa,227698
2961,3,5,1208,164,187,562,20,2,27,New York,Townhouse,624771
3092,4,4,1582,248,254,458,265,4,19,Houston,House,729712
4985,1,6,2495,446,465,671,153,3,49,Miami,Apartment,2342950
2047,1,2,792,216,168,188,207,3,25,Denver,Apartment,1125850
4531,7,1,2161,231,449,686,140,1,47,Denver,House,2165818
1731,4,3,917,195,125,670,80,1,42,Los Angeles,House,849921
7099,4,4,3087,669,667,302,102,2,6,Miami,Apartment,2385264
1962,3,2,958,123,169,267,164,1,12,Dallas,House,253098
6886,2,2,2899,411,363,255,265,3,15,Miami,Villa,2630452
5932,5,6,2839,444,498,183,184,1,4,Miami,Villa,2740584
4651,6,6,2308,298,421,344,268,1,38,New York,Townhouse,1567387
2276,3,2,1113,148,226,649,177,4,10,New York,Townhouse,714664
4512,7,2,1795,249,262,513,119,4,7,Boston,Apartment,2770368
2426,1,4,1003,148,241,63,265,1,25,Boston,Apartment,1504120
4420,3,2,1643,369,431,139,162,1,10,New York,House,835380
4710,3,2,2359,300,384,182,165,3,22,Los Angeles,Penthouse,1497780
1496,5,2,811,117,111,514,48,1,3,Miami,House,326128
5208,5,3,2055,413,433,782,270,1,40,Phoenix,House,1973832
5704,5,3,2466,544,420,671,210,4,45,Phoenix,Apartment,1899432
3611,1,2,1883,240,185,221,40,4,20,Denver,Apartment,761921
3646,3,5,1769,386,301,344,87,2,27,Seattle,House,1064632
7421,4,4,3809,569,569,445,72,1,7,Los Angeles,Villa,2114985
2024,7,1,769,217,195,667,43,2,9,Chicago,House,510048
6442,7,6,3122,418,337,619,47,1,18,New York,Penthouse,3659056
2678,7,2,1453,150,183,178,251,2,18,Boston,Penthouse,902486
2003,1,4,708,102,146,712,294,1,44,Miami,Townhouse,604906
3895,4,1,1828,246,323,137,284,2,4,Dallas,Villa,2383740
3660,3,2,1750,389,262,568,176,3,23,Houston,House,1284660
7891,8,1,3066,465,765,460,141,3,25,New York,Apartment,2312063
7213,7,4,3528,456,566,335,160,3,24,Chicago,Penthouse,2005214
6318,2,1,2278,722,384,676,42,4,1,Miami,Townhouse,3727620
4824,3,3,1893,492,395,580,1,2,33,Phoenix,Apartment,3058416
4122,6,3,1881,407,226,155,278,3,49,Los Angeles,Penthouse,2547396
2713,2,5,1071,251,238,672,198,4,46,Los Angeles,Villa,1204572
1283,1,5,596,80,82,593,194,3,14,Boston,Apartment,768517
1899,3,6,859,105,181,98,214,1,7,Dallas,Townhouse,307638
7692,7,3,2700,392,553,773,156,1,37,Denver,Townhouse,3369096
5051,5,6,2466,480,310,736,253,4,22,Los Angeles,Villa,1323362
1727,8,4,854,176,129,289,107,2,32,Seattle,House,397210
2429,1,3,1031,272,188,420,110,2,8,Phoenix,Penthouse,1161062
1096,5,1,540,57,105,377,170,3,22,Los Angeles,House,351816
3022,1,1,1351,339,236,724,65,4,32,Seattle,Townhouse,1205778
7296,6,4,2906,366,703,417,202,2,48,New York,Villa,3261312
3434,3,6,1642,355,285,19,282,4,31,Denver,Apartment,2098174
6220,6,6,2795,663,413,606,56,4,45,Los Angeles,House,988980
5810,3,5,2119,481,298,101,221,4,10,Houston,Villa,3393040
1477,4,1,694,77,110,10,94,2,37,Boston,Villa,271768
5410,3,6,2561,436,443,548,163,2,30,Dallas,Apartment,3413710
3872,5,2,1583,361,298,240,287,4,47,Denver,Apartment,1386176
6467,1,1,2576,749,557,233,75,2,0,Boston,Penthouse,1810760
1037,6,4,390,64,97,503,212,2,32,New York,House,326655
942,5,1,442,68,53,80,131,1,31,Los Angeles,Townhouse,557664
7783,7,4,4000,895,422,412,181,3,27,Boston,Villa,1548817
3345,1,5,1691,321,283,14,182,1,45,Houston,Apartment,1374795
7125,7,1,2501,470,681,174,90,2,50,Houston,Apartment,2379750
6442,5,4,3246,349,380,132,78,2,8,Houston,Villa,3485122
5238,1,5,2526,537,333,212,115,3,30,Phoenix,Penthouse,1670922
5988,1,5,2903,446,503,749,31,1,41,Los Angeles,House,814368
1883,6,3,940,174,103,125,56,2,13,Houston,House,1144864
5257,5,6,2465,383,341,196,180,3,28,Houston,Apartment,977802
2310,6,6,1174,145,130,406,66,2,36,Chicago,House,1323630
7857,5,1,2833,868,397,791,87,1,22,Dallas,Villa,2498526
873,8,1,310,63,76,15,93,1,10,Seattle,Apartment,323010
3599,3,6,1801,317,189,257,184,1,9,Phoenix,House,2306959
6256,5,5,2804,710,529,753,65,4,0,Los Angeles,Townhouse,3822416
534,2,3,263,40,37,78,179,2,45,Los Angeles,Apartment,124422
6964,8,4,2735,489,573,654,240,1,44,Houston,Townhouse,4150544
3501,5,5,1343,409,243,767,68,1,15,Seattle,Penthouse,1838025
3896,6,3,1535,362,219,640,211,3,28,Boston,Apartment,2092152
5296,2,6,2795,372,341,707,55,2,36,New York,Penthouse,2203136
2145,3,2,997,107,128,474,208,3,5,Chicago,Penthouse,424710
2502,2,5,1299,132,135,740,300,2,31,Denver,Apartment,1235988
4933,2,3,2706,273,391,389,262,4,11,Chicago,House,3023929
7781,8,4,4248,532,766,317,213,3,33,Boston,Townhouse,3960529
6378,1,3,3224,516,411,253,298,2,12,Chicago,Apartment,3609948
5001,3,2,2086,423,299,290,161,4,10,New York,Apartment,760152
5857,5,5,2311,586,308,428,296,4,50,New York,Apartment,1030832
7627,6,3,4176,743,392,302,28,2,8,Miami,Penthouse,3943159
5254,2,3,2072,350,428,222,169,4,32,Houston,Apartment,1161134
1570,7,2,631,119,139,399,270,4,50,Denver,Apartment,210380
5830,5,2,3166,687,356,546,83,1,11,Denver,Apartment,2098800
4982,8,6,2091,395,494,585,8,4,30,Dallas,Townhouse,617768
4637,5,3,2029,360,336,462,46,3,15,Chicago,House,2490069
1306,3,2,662,148,77,174,171,2,23,Phoenix,House,591618
625,3,6,334,61,52,365,142,3,32,Los Angeles,Villa,391250
2985,4,1,1574,198,213,117,173,4,16,New York,Villa,901470
2080,4,1,1037,219,110,407,126,1,28,New York,Villa,1254240
2083,4,6,1072,226,143,529,115,3,39,Seattle,Villa,341612
1221,3,1,609,133,108,795,82,3,5,Seattle,House,551892
3149,5,2,1293,170,225,372,240,4,48,Boston,House,1051766
4670,7,5,1878,286,315,427,44,3,21,Los Angeles,Townhouse,2353680
4695,3,5,2232,351,315,356,0,3,42,Miami,Villa,2093970
3163,2,2,1117,257,292,98,49,1,48,New York,House,1012160
7740,3,2,3506,917,435,160,7,4,37,New York,Villa,3188880
3946,6,1,1420,263,333,212,278,1,7,Miami,House,974662
7230,1,6,3465,610,389,797,164,4,14,Seattle,House,1279710
6798,5,6,3141,376,474,79,212,3,38,Dallas,House,4309932
3198,5,2,1198,273,202,553,244,2,50,New York,House,885846
2664,3,4,1281,282,179,291,146,1,18,Phoenix,Penthouse,1161504
733,6,5,390,65,61,0,52,2,46,Chicago,Apartment,469853
595,8,4,326,51,46,185,84,3,15,Houston,Townhouse,232645
1727,5,4,809,164,103,597,36,3,32,Chicago,Apartment,433477
549,2,6,212,53,43,609,168,2,25,Los Angeles,Villa,275049
3083,4,6,1212,234,175,772,175,1,0,Houston,Villa,1156125
1867,8,3,969,141,103,786,236,1,28,Houston,Townhouse,274449
3031,3,6,1129,259,278,200,11,2,14,Seattle,Townhouse,578921
1730,5,3,753,97,91,737,267,3,1,Seattle,Villa,762930
3124,2,4,1205,360,283,514,233,4,12,Phoenix,Apartment,1352692
5786,2,5,2261,477,333,676,49,1,20,Phoenix,House,1226632
3186,5,4,1679,308,181,130,126,3,5,New York,Townhouse,1774602
6347,8,2,3328,694,367,193,162,2,28,Phoenix,Townhouse,1497892
2233,6,1,955,140,194,295,204,1,29,Phoenix,House,437668
7911,8,6,4148,817,512,635,255,4,29,Houston,House,3504573
7496,3,6,3449,589,666,38,82,1,43,Chicago,House,3290744
2740,1,1,1456,229,194,679,263,1,1,Denver,Apartment,1633040
